partID,dyadID,Trigram,Correct Answer,Response,Correct? (1/0),accurate?,,,,,
13,7,MATCHES : SMOKE : BUSH,FIRE,Fire,1,yes,,,,,
13,7,CHOCOLATE : FORTUNE : TIN,COOKIE,,0,yes,,,,,
13,7,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
13,7,STALK : TRAINER : KING,LION,,0,yes,,,,,
13,7,SURPRISE : LINE : BIRTHDAY,PARTY,Party,1,yes,,,,,
13,7,RED : GO : CAR,STOP,Driving,0,yes,,,,,
13,7,MOUSE : SHARP : BLUE,CHEESE,Cheese,1,yes,,,,,
16,8,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
16,8,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
16,8,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
16,8,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
16,8,CHOCOLATE : FORTUNE : TIN,COOKIE,ball,0,yes,,,,,
16,8,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
16,8,STALK : TRAINER : KING,LION,,0,yes,,,,,
16,8,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
16,8,RED : GO : CAR,STOP,light,0,yes,,,,,
16,8,MOUSE : SHARP : BLUE,CHEESE,keyboard,0,yes,,,,,
15,8,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
15,8,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
15,8,HONEY : SWARM : STING,BEE,,0,yes,,,,,
15,8,MATCHES : SMOKE : BUSH,FIRE,Flame,0,yes,,,,,
15,8,CHOCOLATE : FORTUNE : TIN,COOKIE,,0,yes,,,,,
15,8,CURIOSITY : NAP : WHISKERS,CAT,,0,yes,,,,,
15,8,STALK : TRAINER : KING,LION,Set,0,yes,,,,,
15,8,SURPRISE : LINE : BIRTHDAY,PARTY,Party,1,yes,,,,,
15,8,RED : GO : CAR,STOP,light,0,yes,,,,,
15,8,MOUSE : SHARP : BLUE,CHEESE,,0,yes,,,,,
17,9,QUACK : POND: WADDLE,DUCK,Paddle,0,yes,,,,,
17,9,ATHLETES : WEB : RABBIT,FOOT,Speed,0,yes,,,,,
17,9,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
17,9,MATCHES : SMOKE : BUSH,FIRE,Trees,0,yes,,,,,
17,9,CHOCOLATE : FORTUNE : TIN,COOKIE,Cookie,1,yes,,,,,
17,9,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
17,9,STALK : TRAINER : KING,LION,Hierarchy,0,yes,,,,,
17,9,SURPRISE : LINE : BIRTHDAY,PARTY,Party,1,yes,,,,,
17,9,RED : GO : CAR,STOP,Driving,0,yes,,,,,
17,9,MOUSE : SHARP : BLUE,CHEESE,Cheese,1,yes,,,,,
18,9,QUACK : POND: WADDLE,DUCK,Duck,1,yes,,,,,
18,9,ATHLETES : WEB : RABBIT,FOOT,Fast\,0,yes,,,,,
18,9,HONEY : SWARM : STING,BEE,Bees,0,,Correct!,,,,
18,9,MATCHES : SMOKE : BUSH,FIRE,Fire,1,yes,,,,,
18,9,CHOCOLATE : FORTUNE : TIN,COOKIE,Rich,0,yes,,,,,
18,9,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
18,9,STALK : TRAINER : KING,LION,LIOn,1,yes,,,,,
18,9,SURPRISE : LINE : BIRTHDAY,PARTY,Party,1,yes,,,,,
18,9,RED : GO : CAR,STOP,Race,0,yes,,,,,
18,9,MOUSE : SHARP : BLUE,CHEESE,Computer,0,yes,,,,,
19,10,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
19,10,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
19,10,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
19,10,MATCHES : SMOKE : BUSH,FIRE,,0,yes,,,,,
19,10,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
19,10,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
19,10,STALK : TRAINER : KING,LION,,0,yes,,,,,
19,10,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
19,10,RED : GO : CAR,STOP,,0,yes,,,,,
19,10,MOUSE : SHARP : BLUE,CHEESE,trap,0,yes,,,,,
20,10,QUACK : POND: WADDLE,DUCK,bill,0,yes,,,,,
20,10,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
20,10,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
20,10,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
20,10,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
20,10,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
20,10,STALK : TRAINER : KING,LION,,0,yes,,,,,
20,10,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
20,10,RED : GO : CAR,STOP,driving,0,yes,,,,,
20,10,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
27,12,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
27,12,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
27,12,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
27,12,MATCHES : SMOKE : BUSH,FIRE,,0,yes,,,,,
27,12,CHOCOLATE : FORTUNE : TIN,COOKIE,container,0,yes,,,,,
27,12,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
27,12,STALK : TRAINER : KING,LION,,0,yes,,,,,
27,12,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
27,12,RED : GO : CAR,STOP,light,0,yes,,,,,
27,12,MOUSE : SHARP : BLUE,CHEESE,nose,0,yes,,,,,
26,12,QUACK : POND: WADDLE,DUCK,Duck,1,yes,,,,,
26,12,ATHLETES : WEB : RABBIT,FOOT,Foot,1,yes,,,,,
26,12,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
26,12,MATCHES : SMOKE : BUSH,FIRE,Fire,1,yes,,,,,
26,12,CHOCOLATE : FORTUNE : TIN,COOKIE,Cookie,1,yes,,,,,
26,12,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
26,12,STALK : TRAINER : KING,LION,Li,0,yes,,,,,
26,12,SURPRISE : LINE : BIRTHDAY,PARTY,Cake,0,yes,,,,,
26,12,RED : GO : CAR,STOP,Race,0,yes,,,,,
26,12,MOUSE : SHARP : BLUE,CHEESE,Trap,0,yes,,,,,
29,13,QUACK : POND: WADDLE,DUCK,Duck,1,yes,,,,,
29,13,ATHLETES : WEB : RABBIT,FOOT,Quick,0,yes,,,,,
29,13,HONEY : SWARM : STING,BEE,Bees,0,,Correct!,,,,
29,13,MATCHES : SMOKE : BUSH,FIRE,Arson,0,yes,,,,,
29,13,CHOCOLATE : FORTUNE : TIN,COOKIE,,0,yes,,,,,
29,13,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
29,13,STALK : TRAINER : KING,LION,Horse,0,yes,,,,,
29,13,SURPRISE : LINE : BIRTHDAY,PARTY,Party,1,yes,,,,,
29,13,RED : GO : CAR,STOP,Wagon,0,yes,,,,,
29,13,MOUSE : SHARP : BLUE,CHEESE,Ho,0,yes,,,,,
28,13,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
28,13,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
28,13,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
28,13,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
28,13,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
28,13,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
28,13,STALK : TRAINER : KING,LION,,0,yes,,,,,
28,13,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
28,13,RED : GO : CAR,STOP,light,0,yes,,,,,
28,13,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
30,14,QUACK : POND: WADDLE,DUCK,Duck,1,yes,,,,,
30,14,ATHLETES : WEB : RABBIT,FOOT,Foot,1,yes,,,,,
30,14,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
30,14,MATCHES : SMOKE : BUSH,FIRE,,0,yes,,,,,
30,14,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
30,14,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
30,14,STALK : TRAINER : KING,LION,,0,yes,,,,,
30,14,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
30,14,RED : GO : CAR,STOP,,0,yes,,,,,
30,14,MOUSE : SHARP : BLUE,CHEESE,claw,0,yes,,,,,
31,14,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
31,14,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
31,14,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
31,14,MATCHES : SMOKE : BUSH,FIRE,light,0,yes,,,,,
31,14,CHOCOLATE : FORTUNE : TIN,COOKIE,milk,0,yes,,,,,
31,14,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
31,14,STALK : TRAINER : KING,LION,,0,yes,,,,,
31,14,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
31,14,RED : GO : CAR,STOP,fast,0,yes,,,,,
31,14,MOUSE : SHARP : BLUE,CHEESE,computer,0,yes,,,,,
37,16,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
37,16,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
37,16,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
37,16,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
37,16,CHOCOLATE : FORTUNE : TIN,COOKIE,house,0,yes,,,,,
37,16,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
37,16,STALK : TRAINER : KING,LION,hike,0,yes,,,,,
37,16,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
37,16,RED : GO : CAR,STOP,green,0,yes,,,,,
37,16,MOUSE : SHARP : BLUE,CHEESE,tooth,0,yes,,,,,
36,16,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
36,16,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
36,16,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
36,16,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
36,16,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
36,16,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
36,16,STALK : TRAINER : KING,LION,,0,yes,,,,,
36,16,SURPRISE : LINE : BIRTHDAY,PARTY,celebration,0,yes,,,,,
36,16,RED : GO : CAR,STOP,light,0,yes,,,,,
36,16,MOUSE : SHARP : BLUE,CHEESE,eyes,0,yes,,,,,
38,39,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
38,39,ATHLETES : WEB : RABBIT,FOOT,gym,0,yes,,,,,
38,39,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
38,39,MATCHES : SMOKE : BUSH,FIRE,heavy,0,yes,,,,,
38,39,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
38,39,CURIOSITY : NAP : WHISKERS,CAT,,0,yes,,,,,
38,39,STALK : TRAINER : KING,LION,,0,yes,,,,,
38,39,SURPRISE : LINE : BIRTHDAY,PARTY,happy,0,yes,,,,,
38,39,RED : GO : CAR,STOP,,0,yes,,,,,
38,39,MOUSE : SHARP : BLUE,CHEESE,fat,0,yes,,,,,
38,17,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
38,17,ATHLETES : WEB : RABBIT,FOOT,site,0,yes,,,,,
38,17,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
38,17,MATCHES : SMOKE : BUSH,FIRE,,0,yes,,,,,
38,17,CHOCOLATE : FORTUNE : TIN,COOKIE,cookies,0,,Correct!,,,,
38,17,CURIOSITY : NAP : WHISKERS,CAT,,0,yes,,,,,
38,17,STALK : TRAINER : KING,LION,,0,yes,,,,,
38,17,SURPRISE : LINE : BIRTHDAY,PARTY,cake,0,yes,,,,,
38,17,RED : GO : CAR,STOP,,0,yes,,,,,
38,17,MOUSE : SHARP : BLUE,CHEESE,less,0,yes,,,,,
44,19,QUACK : POND: WADDLE,DUCK,Duck,1,yes,,,,,
44,19,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
44,19,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
44,19,MATCHES : SMOKE : BUSH,FIRE,Fire,1,yes,,,,,
44,19,CHOCOLATE : FORTUNE : TIN,COOKIE,Dark,0,yes,,,,,
44,19,CURIOSITY : NAP : WHISKERS,CAT,Mouse,0,yes,,,,,
44,19,STALK : TRAINER : KING,LION,Sword,0,yes,,,,,
44,19,SURPRISE : LINE : BIRTHDAY,PARTY,Present,0,yes,,,,,
44,19,RED : GO : CAR,STOP,Ferrari,0,yes,,,,,
44,19,MOUSE : SHARP : BLUE,CHEESE,Computer,0,yes,,,,,
43,19,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
43,19,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
43,19,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
43,19,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
43,19,CHOCOLATE : FORTUNE : TIN,COOKIE,dark,0,yes,,,,,
43,19,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
43,19,STALK : TRAINER : KING,LION,lion,1,yes,,,,,
43,19,SURPRISE : LINE : BIRTHDAY,PARTY,happy,0,yes,,,,,
43,19,RED : GO : CAR,STOP,kart,0,yes,,,,,
43,19,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
46,20,QUACK : POND: WADDLE,DUCK,Duck,1,yes,,,,,
46,20,ATHLETES : WEB : RABBIT,FOOT,Net,0,yes,,,,,
46,20,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
46,20,MATCHES : SMOKE : BUSH,FIRE,Fire,1,yes,,,,,
46,20,CHOCOLATE : FORTUNE : TIN,COOKIE,Cookie,1,yes,,,,,
46,20,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
46,20,STALK : TRAINER : KING,LION,Snake,0,yes,,,,,
46,20,SURPRISE : LINE : BIRTHDAY,PARTY,Cake,0,yes,,,,,
46,20,RED : GO : CAR,STOP,Intersection,0,yes,,,,,
46,20,MOUSE : SHARP : BLUE,CHEESE,Cheese,1,yes,,,,,
45,20,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
45,20,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
45,20,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
45,20,MATCHES : SMOKE : BUSH,FIRE,,0,yes,,,,,
45,20,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
45,20,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
45,20,STALK : TRAINER : KING,LION,,0,yes,,,,,
45,20,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
45,20,RED : GO : CAR,STOP,light,0,yes,,,,,
45,20,MOUSE : SHARP : BLUE,CHEESE,nose,0,yes,,,,,
49,21,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
49,21,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
49,21,HONEY : SWARM : STING,BEE,,0,yes,,,,,
49,21,MATCHES : SMOKE : BUSH,FIRE,,0,yes,,,,,
49,21,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
49,21,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
49,21,STALK : TRAINER : KING,LION,,0,yes,,,,,
49,21,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
49,21,RED : GO : CAR,STOP,,0,yes,,,,,
49,21,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
48,21,QUACK : POND: WADDLE,DUCK,SWIM,0,yes,,,,,
48,21,ATHLETES : WEB : RABBIT,FOOT,BUNNY,0,yes,,,,,
48,21,HONEY : SWARM : STING,BEE,HURT,0,yes,,,,,
48,21,MATCHES : SMOKE : BUSH,FIRE,GRASS,0,yes,,,,,
48,21,CHOCOLATE : FORTUNE : TIN,COOKIE,VANILLA: LOVE,0,yes,,,,,
48,21,CURIOSITY : NAP : WHISKERS,CAT,TIRED:,0,yes,,,,,
48,21,STALK : TRAINER : KING,LION,QUEEN,0,yes,,,,,
48,21,SURPRISE : LINE : BIRTHDAY,PARTY,HOLIDAY:THANKSGIVING,0,yes,,,,,
48,21,RED : GO : CAR,STOP,CRASH,0,yes,,,,,
48,21,MOUSE : SHARP : BLUE,CHEESE,SUNNY,0,yes,,,,,
50,22,QUACK : POND: WADDLE,DUCK,Duck,1,yes,,,,,
50,22,ATHLETES : WEB : RABBIT,FOOT,Foot,1,yes,,,,,
50,22,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
50,22,MATCHES : SMOKE : BUSH,FIRE,Fire,1,yes,,,,,
50,22,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
50,22,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
50,22,STALK : TRAINER : KING,LION,,0,yes,,,,,
50,22,SURPRISE : LINE : BIRTHDAY,PARTY,Party,1,yes,,,,,
50,22,RED : GO : CAR,STOP,stopli,0,,I would say this is right; my guess is they were typing Stop Light,,,,
50,22,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
51,22,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
51,22,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
51,22,HONEY : SWARM : STING,BEE,,0,yes,,,,,
51,22,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
51,22,CHOCOLATE : FORTUNE : TIN,COOKIE,cookies,0,,Correct!,,,,
51,22,CURIOSITY : NAP : WHISKERS,CAT,,0,yes,,,,,
51,22,STALK : TRAINER : KING,LION,,0,yes,,,,,
51,22,SURPRISE : LINE : BIRTHDAY,PARTY,gift,0,yes,,,,,
51,22,RED : GO : CAR,STOP,,0,yes,,,,,
51,22,MOUSE : SHARP : BLUE,CHEESE,trap,0,yes,,,,,
55,23,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
55,23,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
55,23,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
55,23,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
55,23,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
55,23,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
55,23,STALK : TRAINER : KING,LION,,0,yes,,,,,
55,23,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
55,23,RED : GO : CAR,STOP,light,0,yes,,,,,
55,23,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
